OrderDetailID,OrderID,ProductID,Quantity,UnitPrice
4331,1266,14,4,2024
4332,3124,18,1,1957
4333,654,38,1,981
4334,4159,101,3,2981
4335,509,34,3,3002
4336,2340,45,4,1697
4337,3163,87,4,2039
4338,1688,32,1,1345
4339,1389,110,5,539
4340,2198,67,5,4727
4341,3912,63,1,2924
4342,2929,55,3,215
4343,4800,43,3,4600
4344,516,22,5,1378
4345,3659,87,4,396
4346,1834,68,1,3048
4347,30,77,4,2705
4348,3215,96,3,1194
4349,326,29,5,4911
4350,3767,40,4,1174
4351,4112,104,3,115
4352,111,119,3,1627
4353,107,45,3,150
4354,2427,119,4,3299
4355,4379,10,2,3341
4356,4365,77,5,1703
4357,2532,45,3,3136
4358,3145,120,4,2885
4359,4694,17,1,2092
4360,799,102,5,3053
4361,2438,2,1,1031
4362,2012,17,1,2115
4363,426,108,4,4713
4364,3045,90,2,2238
4365,3289,119,4,4389
4366,2915,38,4,3500
4367,1240,37,5,1187
4368,3392,63,4,4136
4369,4214,5,5,325
4370,3998,25,3,544
4371,3007,73,5,2481
4372,3040,92,4,4141
4373,599,22,3,3234
4374,2088,93,3,2002
4375,1185,63,2,4692
4376,2751,35,4,3754
4377,2585,55,1,3703
4378,4760,20,4,1582
4379,3514,5,1,344
4380,4746,39,2,2211
4381,4055,63,4,4148
4382,4384,108,2,904
4383,3937,32,1,1031
4384,1700,103,5,1860
4385,4508,63,4,3216
4386,2576,74,3,124
4387,136,40,3,4495
4388,2026,17,2,173
4389,3536,101,5,4347
4390,4855,79,3,4170
4391,2891,73,3,3262
4392,2758,32,4,4287
4393,3774,23,3,3019
4394,381,75,1,2894
4395,1529,60,2,1510
4396,4902,77,3,3586
4397,4572,82,4,3712
4398,3629,113,1,4880
4399,849,56,3,4567
4400,4993,9,2,1165
4401,4128,106,2,4095
4402,1928,69,2,3858
4403,2166,62,3,710
4404,4287,64,1,4315
4405,2122,107,5,1938
4406,4719,22,2,2195
4407,2919,32,1,3673
4408,4682,47,4,572
4409,473,2,4,1256
4410,1788,85,1,3290
4411,114,92,4,4519
4412,1337,52,4,151
4413,339,88,2,2283
4414,2286,88,3,1527
4415,1197,14,3,2316
4416,79,37,3,1923
4417,4560,27,3,4555
4418,2653,24,1,167
4419,4658,64,2,3914
4420,4381,70,1,1273
4421,4319,26,4,4676
4422,2641,54,2,4416
4423,1257,15,5,360
4424,828,29,3,2413
4425,2719,100,4,3630
4426,4924,74,3,1749
4427,2811,28,3,776
4428,3386,59,3,4039
4429,1966,115,5,4438
4430,2428,73,4,2035
4431,2842,21,3,1778
4432,614,10,3,1292
4433,563,4,2,2722
4434,4827,118,3,765
4435,4353,62,2,4962
4436,185,4,4,1701
4437,2193,6,4,2009
4438,4066,90,4,287
4439,246,104,2,804
4440,4087,80,5,3467
4441,2235,72,5,4887
4442,866,92,3,3553
4443,2088,16,4,1466
4444,601,38,1,2749
4445,3034,49,3,434
4446,2057,61,5,4933
4447,2132,65,5,2484
4448,533,83,4,455
4449,2043,50,2,2022
4450,358,17,3,4427
4451,378,113,2,3438
4452,2220,28,5,895
4453,4489,44,4,289
4454,4798,12,5,4243
4455,3308,70,4,913
4456,2597,71,1,2202
4457,784,72,2,3510
4458,2380,3,3,2266
4459,3604,49,4,2350
4460,983,21,1,1779
4461,3943,8,1,2158
4462,2591,64,2,4454
4463,1043,92,4,4493
4464,2539,59,3,1320
4465,862,30,3,1727
4466,1877,32,3,2480
4467,1836,75,5,1499
4468,4209,20,5,233
4469,3527,114,4,2263
4470,1686,16,3,2809
4471,3402,25,1,1379
4472,1623,60,3,652
4473,4958,45,4,4888
4474,2658,9,3,2186
4475,1933,51,2,3994
4476,508,103,3,4675
4477,4562,61,1,3073
4478,3479,113,4,1253
4479,2657,40,4,4258
4480,1122,104,1,1054
4481,290,61,4,2677
4482,2830,67,3,3888
4483,2210,80,4,3168
4484,4813,76,3,335
4485,1401,15,4,3851
4486,567,53,3,3743
4487,1474,4,3,1208
4488,1988,23,1,1896
4489,3788,27,1,3573
4490,3866,103,5,1490
4491,3261,107,1,3231
4492,3548,120,3,2311
4493,3252,37,3,2741
4494,1717,77,4,3328
4495,1013,43,4,1026
4496,1311,37,5,3021
4497,4571,104,3,3056
4498,618,85,5,3927
4499,4737,29,3,3545
4500,4258,29,1,4138
4501,1983,49,4,220
4502,2229,75,5,1065
4503,4821,51,2,2149
4504,469,50,3,4313
4505,4117,28,1,3819
4506,4356,74,2,4013
4507,1140,5,1,4834
4508,1437,56,1,3924
4509,537,64,3,4569
4510,952,89,1,3279
4511,2814,97,5,3470
4512,3007,17,2,3604
4513,3995,113,1,4141
4514,1841,97,1,2023
4515,851,89,4,3916
4516,1972,97,4,3191
4517,1192,55,5,1876
4518,3921,118,4,871
4519,4629,9,1,4756
4520,2063,91,1,3677
4521,3047,89,2,1638
4522,4400,68,4,2967
4523,3559,73,3,3649
4524,4512,110,4,903
4525,305,79,1,4876
4526,4909,16,2,3369
4527,2848,16,4,278
4528,2436,13,2,714
4529,2805,78,4,1854
4530,1985,86,5,146
4531,3937,85,1,3783
4532,713,73,1,2634
4533,2896,63,3,315
4534,1682,119,1,3039
4535,1334,41,3,2999
4536,3199,53,1,2976
4537,175,68,4,1336
4538,3206,74,4,1107
4539,1417,99,5,4929
4540,1988,117,4,2238
4541,4854,9,2,4510
4542,1773,51,4,2259
4543,4267,48,3,3284
4544,1075,80,5,473
4545,4761,49,2,1386
4546,592,18,2,467
4547,2979,10,1,4573
4548,3983,85,3,4025
4549,2411,115,4,4869
4550,848,54,4,3216
4551,494,79,1,1394
4552,546,15,4,4076
4553,5000,11,2,273
4554,2287,40,4,4231
4555,2698,118,4,4497
4556,3838,112,2,2180
4557,1541,106,3,3934
4558,884,105,3,2529
4559,3957,47,2,2873
4560,3095,118,2,792
4561,2366,101,5,4790
4562,3348,20,5,3129
4563,3072,98,4,973
4564,3676,22,4,4514
4565,4716,48,5,3196
4566,953,82,4,857
4567,3301,16,3,3724
4568,3736,5,3,2206
4569,3180,65,1,4372
4570,2964,83,5,1665
4571,4028,74,3,3216
4572,3248,21,1,3623
4573,4416,61,2,408
4574,3358,77,3,253
4575,4972,55,1,1066
4576,4849,24,4,1263
4577,2705,23,1,2916
4578,1038,87,3,484
4579,71,11,4,3819
4580,2875,47,4,2895
4581,106,2,1,4819
4582,770,70,1,1156
4583,2010,53,3,1831
4584,2941,11,4,3542
4585,2193,15,5,1769
4586,3496,73,1,4176
4587,4312,12,5,4127
4588,4356,36,5,3874
4589,934,92,4,1559
4590,575,23,3,105
4591,3931,27,5,4886
4592,4381,88,3,1741
4593,4088,14,1,3929
4594,2532,54,4,4980
4595,2420,99,2,716
4596,70,27,4,985
4597,4475,21,2,2170
4598,1303,49,1,260
4599,3815,62,3,1317
4600,2350,77,1,4278
4601,255,72,4,267
4602,1708,44,2,4012
4603,4788,108,2,2802
4604,834,44,4,2702
4605,2765,98,4,4539
4606,2472,61,1,4207
4607,3743,42,5,3705
4608,2036,23,2,1653
4609,1968,73,4,549
4610,100,1,1,4769
4611,1853,36,5,4127
4612,3184,55,3,2637
4613,2356,110,4,2809
4614,112,16,5,4660
4615,3159,89,3,3057
4616,183,18,3,2764
4617,3853,98,1,1889
4618,165,38,2,4202
4619,2138,67,4,3334
4620,2024,20,5,418
4621,455,19,3,2277
4622,2286,13,2,2256
4623,4823,17,3,2653
4624,542,78,4,528
4625,2666,30,4,4439
4626,2450,86,1,2585
4627,4938,43,4,4502
4628,3934,48,4,1000
4629,2887,43,4,1720
4630,4615,93,2,3498
4631,4293,114,5,848
4632,3905,66,5,4972
4633,1689,119,4,4389
4634,1638,53,5,2511
4635,4729,72,4,1127
4636,4671,78,5,4344
4637,4083,34,5,3232
4638,1891,77,3,2941
4639,3206,74,2,1240
4640,478,72,3,337
4641,2367,71,3,4925
4642,2527,13,5,4653
4643,367,90,1,2632
4644,1837,56,1,1854
4645,1716,59,2,4909
4646,13,32,4,1710
4647,536,83,5,3218
4648,3240,120,2,4539
4649,2318,79,3,1587
4650,4043,54,5,4858
4651,376,2,3,3294
4652,1725,118,2,345
4653,257,37,1,1377
4654,2265,83,2,2428
4655,450,97,5,1656
4656,894,103,5,1657
4657,3213,114,4,2322
4658,1185,33,1,2432
4659,3224,1,5,404
4660,1309,103,1,3022
4661,4706,28,5,892
4662,917,17,1,506
4663,148,57,2,4527
4664,4752,70,1,2452
4665,2115,52,3,2137
4666,4017,44,2,3066
4667,3941,84,5,2816
4668,4072,47,5,2920
4669,2796,13,4,4746
4670,443,76,3,3142
4671,2945,30,4,4102
4672,3937,85,2,1460
4673,399,66,4,1153
4674,1152,53,2,539
4675,3793,18,4,4453
4676,2996,28,1,882
4677,2217,4,2,2710
4678,1708,42,2,1914
4679,3332,107,1,333
4680,1988,117,1,2173
4681,4603,6,3,2531
4682,2569,102,1,4588
4683,161,9,4,561
4684,4436,20,1,1851
4685,3905,109,1,938
4686,3574,94,2,3309
4687,3178,101,2,2884
4688,1826,38,1,4305
4689,3925,68,3,1451
4690,1624,102,2,305
4691,1177,50,4,1194
4692,4919,60,4,4405
4693,3721,13,1,284
4694,4881,119,1,2892
4695,3221,99,3,4594
4696,3260,94,1,2829
4697,131,42,5,413
4698,3563,68,5,327
4699,1500,25,1,3193
4700,2789,31,5,4057
4701,4877,111,4,4195
4702,3709,12,1,2839
4703,1708,64,4,1026
4704,1770,79,4,3436
4705,1319,61,5,3221
4706,3380,53,3,2208
4707,2774,26,4,2455
4708,2991,61,5,636
4709,3045,10,3,4270
4710,376,12,5,1541
4711,3037,22,5,3499
4712,661,104,1,3452
4713,1404,53,2,3246
4714,741,21,3,708
4715,304,35,5,711
4716,1086,71,4,1120
4717,4882,82,4,4980
4718,3180,27,2,340
4719,1211,60,3,2152
4720,3035,99,1,1702
4721,229,47,3,2504
4722,3120,66,4,4589
4723,1855,96,4,1514
4724,268,15,1,468
4725,2775,109,1,2176
4726,2850,24,4,1546
4727,4350,84,5,108
4728,4966,10,5,3616
4729,2135,120,1,4529
4730,3460,88,5,2377
4731,2270,24,1,492
4732,990,88,3,1951
4733,4493,104,3,878
4734,938,112,3,3531
4735,440,57,1,1798
4736,2359,112,1,3354
4737,2008,34,5,4582
4738,3346,41,5,3371
4739,4131,40,5,3352
4740,4817,11,2,3711
4741,3744,90,1,2712
4742,519,1,3,1945
4743,269,30,3,3608
4744,4734,117,2,3992
4745,4186,43,2,3211
4746,1389,82,3,4417
4747,1695,26,1,1966
4748,3274,53,3,1152
4749,1390,47,3,1026
4750,3866,120,2,3872
4751,3030,9,2,3142
4752,2336,9,5,4325
4753,3675,1,2,2195
4754,4577,71,3,3940
4755,501,44,5,926
4756,1662,59,3,3587
4757,2100,56,1,4795
4758,103,106,1,869
4759,2747,51,2,4070
4760,3277,16,5,556
4761,3086,38,4,1172
4762,3538,11,1,2875
4763,1328,115,1,4730
4764,2475,25,1,2583
4765,1680,93,1,2398
4766,3747,83,2,3071
4767,2563,82,5,4029
4768,4164,111,1,4500
4769,3318,59,2,1742
4770,2437,29,5,1117
4771,308,80,5,4142
4772,3997,110,4,1563
4773,1090,40,3,1611
4774,4556,8,1,3573
4775,2395,98,2,4571
4776,4005,6,5,3738
4777,667,45,4,1821
4778,4164,109,3,786
4779,2235,53,5,4566
4780,1237,94,5,3583
4781,1624,108,1,4350
4782,1375,98,3,3732
4783,3312,21,3,4877
4784,177,116,2,3377
4785,1354,57,4,4039
4786,2929,76,2,3044
4787,626,113,4,3599
4788,2655,6,2,3018
4789,3609,103,4,1544
4790,3716,63,1,187
4791,4275,6,4,1629
4792,395,53,2,3339
4793,1169,4,3,3285
4794,4972,117,5,112
4795,198,9,4,3028
4796,969,69,4,419
4797,3909,74,3,4487
4798,3156,111,1,4968
4799,4765,72,2,1783
4800,2505,87,1,2549
4801,1277,4,4,4353
4802,4168,58,4,483
4803,4319,37,1,4593
4804,1270,71,2,1196
4805,1365,6,4,1069
4806,924,109,4,2620
4807,471,51,1,3351
4808,3017,106,5,3774
4809,2055,79,3,293
4810,4284,99,4,2944
4811,2052,50,2,4955
4812,2955,96,5,1352
4813,1149,14,1,894
4814,3087,99,1,2822
4815,960,11,2,1726
4816,630,10,5,2941
4817,775,61,2,190
4818,360,81,4,3777
4819,518,13,5,4272
4820,1344,34,3,3619
4821,1970,60,3,1420
4822,3228,109,2,3559
4823,2900,51,3,2469
4824,935,5,2,2568
4825,1987,112,4,2693
4826,4997,74,4,1757
4827,377,32,2,3477
4828,3561,12,4,4137
4829,1775,52,3,445
4830,1506,13,4,3981
4831,2655,85,3,1764
4832,1011,112,3,3973
4833,3478,54,1,2872
4834,1231,117,4,749
4835,1178,97,4,2806
4836,3858,54,2,2012
4837,2096,41,2,3785
4838,1673,48,5,4961
4839,1929,51,3,1909
4840,3840,47,1,3360
4841,3179,50,3,2212
4842,4269,118,4,1582
4843,2554,96,5,775
4844,2446,76,3,575
4845,4390,46,5,425
4846,552,99,3,3363
4847,2898,100,4,2235
4848,1040,38,4,4353
4849,885,112,3,1396
4850,3052,92,1,381
4851,4230,13,4,756
4852,4867,76,2,2310
4853,3598,22,1,3345
4854,2556,108,3,1000
4855,1090,2,1,4526
4856,4576,93,2,243
4857,4959,77,4,3469
4858,459,99,4,4033
4859,4722,13,4,2587
4860,4255,57,2,2635
4861,2008,34,1,1513
4862,1921,19,3,1143
4863,4528,9,3,2683
4864,1004,116,1,3774
4865,3084,95,4,749
4866,2115,33,3,4860
4867,2590,27,4,3391
4868,2144,45,5,3021
4869,4311,2,5,272
4870,2242,79,3,3121
4871,4981,83,1,2148
4872,2087,57,1,4178
4873,939,95,1,3196
4874,4302,57,4,3027
4875,3971,16,5,1994
4876,4000,107,4,4076
4877,4651,79,2,3362
4878,3409,6,2,508
4879,771,14,3,3649
4880,249,27,2,3475
4881,373,38,1,4122
4882,2927,19,3,677
4883,3858,37,5,3707
4884,4931,107,5,4277
4885,702,4,2,702
4886,2186,58,2,3855
4887,942,90,5,4169
4888,3915,9,2,1087
4889,794,105,2,4336
4890,678,113,4,2415
4891,1562,40,5,4334
4892,4054,15,5,3218
4893,453,105,2,1183
4894,2467,101,1,2708
4895,3657,4,4,1687
4896,4147,90,1,1184
4897,3755,52,2,1849
4898,210,18,5,3266
4899,4984,105,1,1755
4900,1927,53,3,3646
4901,4946,59,1,139
4902,3967,99,5,1450
4903,1878,54,2,2094
4904,627,41,1,2553
4905,2727,105,2,843
4906,1459,60,4,3382
4907,2825,93,3,4233
4908,1251,117,5,2464
4909,4759,88,5,1206
4910,4364,4,2,3527
4911,2164,85,3,729
4912,1624,39,5,4734
4913,1854,7,1,2356
4914,754,23,5,4085
4915,1869,104,1,591
4916,182,85,5,4779
4917,1514,63,1,4253
4918,903,65,4,1582
4919,3345,41,2,2049
4920,3454,89,4,2543
4921,3608,95,1,3233
4922,2557,119,2,3617
4923,2140,44,3,2234
4924,4245,102,1,1961
4925,2165,45,5,710
4926,2613,69,5,1247
4927,2022,117,3,4841
4928,2822,95,4,2430
4929,2282,51,1,2661
4930,1571,65,5,928
4931,1973,54,2,1795
4932,3987,56,3,2304
4933,2245,94,4,2373
4934,2443,82,4,2980
4935,714,72,2,3565
4936,3546,120,2,365
4937,223,90,3,1389
4938,864,40,2,3720
4939,4626,58,5,3491
4940,1426,15,4,572
4941,2305,19,2,2675
4942,654,10,1,1996
4943,1160,88,2,3254
4944,1843,16,4,989
4945,444,43,5,3599
4946,2466,31,2,1711
4947,4670,108,5,4576
4948,4437,16,1,285
4949,2858,80,4,4105
4950,1281,28,3,3433
4951,3040,62,4,2326
4952,3796,20,3,3313
4953,3638,35,3,4115
4954,3759,59,4,1391
4955,100,9,3,2773
4956,2087,104,5,2617
4957,2311,10,1,3863
4958,4246,45,2,3148
4959,2738,82,3,2254
4960,1608,109,3,3202
4961,2954,109,4,3718
4962,3982,15,5,3943
4963,3195,109,2,620
4964,4340,30,3,1744
4965,4683,48,5,754
4966,3093,96,2,141
4967,2963,40,4,3011
4968,2663,91,3,3884
4969,856,91,4,4051
4970,2147,83,4,1923
4971,4926,74,3,2408
4972,1387,44,5,1613
4973,1717,46,5,4866
4974,4152,6,4,3836
4975,1726,117,4,1380
4976,1954,24,1,3238
4977,185,73,2,319
4978,522,91,4,3494
4979,2312,7,4,4109
4980,1249,6,2,3907
4981,1659,118,3,2132
4982,1003,33,5,1729
4983,3228,85,3,3349
4984,3139,110,2,560
4985,1929,120,2,389
4986,394,38,1,1235
4987,1618,44,1,2613
4988,3642,17,5,323
4989,661,31,4,2545
4990,4165,37,2,553
4991,320,11,1,4558
4992,2225,92,3,2146
4993,584,5,1,2822
4994,3601,64,3,4198
4995,582,76,1,4788
4996,3697,3,3,3975
4997,1768,56,1,790
4998,1557,63,1,948
4999,1799,105,5,3486
5000,4207,38,4,4801
5001,999,54,2,4924
5002,758,2,4,2568
5003,283,90,5,1528
5004,4897,2,3,2415
5005,131,118,4,4025
5006,1294,12,2,2715
5007,61,40,2,838
5008,2212,2,3,4851
5009,1549,105,2,2318
5010,4368,80,5,2452
5011,1782,94,4,3339
5012,38,57,2,974
5013,3632,47,4,434
5014,2665,110,1,1278
5015,474,116,4,729
5016,59,36,3,180
5017,2637,4,5,1009
5018,2615,75,2,549
5019,2615,117,5,3170
5020,5000,24,4,3070
5021,4479,82,2,4178
5022,1412,91,5,2079
5023,85,101,3,4875
5024,1534,62,1,3495
5025,3798,2,1,829
5026,2675,15,3,3399
5027,2874,75,1,3111
5028,3121,91,3,3120
5029,1091,120,4,1113
5030,2835,49,3,4875
5031,4225,112,1,1420
5032,2077,111,4,3364
5033,3191,87,3,4708
5034,4788,35,3,4782
5035,4229,116,4,3008
5036,1209,94,2,3143
5037,3578,47,1,2290
5038,4742,24,2,2341
5039,2582,83,4,2669
5040,3788,60,4,3604
5041,516,93,5,1402
5042,2213,77,5,889
5043,2975,48,4,3399
5044,933,23,5,2064
5045,1664,12,3,516
5046,557,113,2,3372
5047,1672,112,4,1444
5048,993,41,3,2837
5049,1629,29,1,2515
5050,1692,70,1,2745
5051,4853,51,5,2707
5052,1105,23,5,904
5053,1271,31,3,2865
5054,2903,109,1,2052
5055,4745,21,4,3497
5056,1410,24,2,2063
5057,3647,72,5,4505
5058,1331,108,3,4898
5059,4724,9,5,2675
5060,2055,22,3,3474
5061,954,4,1,4892
5062,1843,77,5,3813
5063,2803,98,3,3848
5064,10,3,3,704
5065,2610,101,5,3450
5066,122,120,2,3896
5067,4783,28,4,2800
5068,2561,90,1,1750
5069,3038,114,5,4516
5070,441,117,5,3648
5071,2750,110,2,403
5072,591,98,1,618
5073,1369,15,5,4130
5074,1990,8,2,1040
5075,1362,48,4,2978
5076,3774,99,3,179
5077,2065,88,4,202
5078,2416,116,4,828
5079,2952,52,4,4337
5080,2769,55,4,2550
5081,3417,37,3,1055
5082,1577,4,1,3760
5083,115,55,1,4965
5084,1369,12,2,839
5085,139,19,2,4357
5086,4924,79,5,693
5087,4942,57,4,3649
5088,3374,94,4,662
5089,1316,109,3,1799
5090,74,37,4,824
5091,3847,76,3,1533
5092,484,83,5,1442
5093,4112,98,2,1995
5094,1550,7,2,4583
5095,1360,92,5,4200
5096,1897,55,5,2382
5097,4225,28,4,474
5098,511,93,2,2422
5099,423,37,1,1494
5100,2433,84,5,3973
5101,1907,61,2,1655
5102,4328,75,2,1023
5103,959,114,3,940
5104,825,114,2,1830
5105,65,39,5,4172
5106,4929,106,4,4823
5107,4711,23,2,2151
5108,3349,52,1,4010
5109,801,110,5,1647
5110,278,84,4,4078
5111,1718,84,4,2553
5112,2414,11,5,1536
5113,1239,66,4,3360
5114,4524,13,1,2464
5115,1487,77,2,4714
5116,4682,41,5,1023
5117,3299,49,2,1550
5118,4471,15,2,1645
5119,2996,56,4,4886
5120,93,54,5,3913
5121,3532,31,2,3004
5122,1841,61,3,2358
5123,3528,58,1,3964
5124,1622,87,4,4642
5125,1562,60,5,169
5126,1417,53,5,1424
5127,2965,86,4,3239
5128,4191,118,2,2429
5129,1131,61,4,467
5130,1414,80,5,1983
5131,3598,42,3,2188
5132,3745,29,2,784
5133,2119,84,4,1873
5134,664,92,5,3813
5135,2635,27,5,2664
5136,2775,44,5,4041
5137,3970,93,3,3301
5138,3491,5,2,2020
5139,1572,52,4,787
5140,1524,113,2,3193
5141,988,106,5,2188
5142,3239,102,3,252
5143,3846,53,3,4753
5144,3694,52,5,4128
5145,99,38,2,1170
5146,2289,44,2,3890
5147,1515,53,3,4198
5148,4298,115,1,4971
5149,634,2,3,1159
5150,4842,109,3,2958
5151,4586,54,4,4191
5152,579,84,3,4438
5153,3960,107,1,3921
5154,273,111,3,1541
5155,4882,77,2,2366
5156,3955,90,4,2348
5157,3928,35,4,4589
5158,453,46,3,700
5159,1176,72,4,935
5160,4912,92,4,499
5161,414,105,3,2428
5162,1551,79,1,1107
5163,4527,55,3,866
5164,4991,114,2,532
5165,1947,72,5,499
5166,192,11,1,428
5167,41,29,3,4830
5168,1860,69,1,1871
5169,1333,63,5,1712
5170,3450,47,4,4273
5171,136,111,4,4527
5172,4202,7,5,4345
5173,4615,117,4,2104
5174,1942,64,1,3110
5175,1566,82,4,4345
5176,4222,64,5,1708
5177,389,92,5,3218
5178,1559,12,5,461
5179,2122,12,2,1816
5180,1029,36,1,2521
5181,3535,29,5,4290
5182,82,11,1,3561
5183,776,53,2,4081
5184,3039,70,1,2229
5185,4374,85,3,4828
5186,2888,74,2,2560
5187,1879,96,2,2150
5188,2272,47,4,4208
5189,1608,33,5,4359
5190,3140,81,2,4812
5191,606,67,1,1468
5192,4736,43,3,4361
5193,3415,18,1,3246
5194,3666,74,1,760
5195,2145,53,3,4662
5196,4271,105,4,615
5197,3766,39,5,819
5198,1377,107,2,271
5199,3463,72,5,1569
5200,348,34,4,1273
5201,1,37,3,4766
5202,63,41,5,1274
5203,1784,97,1,3844
5204,3815,49,2,4308
5205,226,10,2,2041
5206,1043,40,4,4131
5207,845,18,4,1497
5208,2681,25,3,4121
5209,4120,106,4,797
5210,1235,41,5,1874
5211,1985,36,2,3311
5212,4257,2,3,3573
5213,1279,83,4,4163
5214,1595,74,1,2854
5215,2552,49,2,4551
5216,1953,67,3,4434
5217,1696,53,2,3153
5218,955,19,5,4708
5219,3292,115,4,2780
5220,357,26,4,3703
5221,3596,54,4,3444
5222,969,115,1,1529
5223,242,51,5,2261
5224,3447,111,1,126
5225,4235,25,5,3871
5226,2145,114,5,1541
5227,147,17,5,4787
5228,543,74,4,2327
5229,692,120,4,666
5230,1026,61,4,346
5231,4051,46,1,1623
5232,4006,115,3,2464
5233,3360,55,5,4065
5234,2952,50,1,3792
5235,730,75,4,1873
5236,4500,11,4,3037
5237,2556,12,3,3990
5238,1151,40,4,1191
5239,1736,48,5,846
5240,1039,56,2,1674
5241,2913,8,4,4540
5242,4841,88,3,3701
5243,2541,14,2,2199
5244,4415,87,5,3616
5245,1243,114,5,3905
5246,773,56,5,2952
5247,1917,117,3,691
5248,3413,54,2,792
5249,2500,100,5,1263
5250,3441,17,4,3892
5251,3546,45,2,508
5252,1214,5,5,2482
5253,2932,3,2,504
5254,419,9,4,4842
5255,3782,84,1,1583
5256,4961,114,5,2222
5257,789,20,4,964
5258,1872,115,3,1684
5259,4591,83,5,316
5260,2026,21,1,842
5261,2447,80,4,4613
5262,4824,33,4,3938
5263,561,5,2,3374
5264,2652,24,5,4851
5265,3905,63,1,963
5266,540,79,3,4082
5267,4756,26,2,2955
5268,3137,108,5,4146
5269,3290,89,1,3784
5270,2611,92,2,4491
5271,4913,33,1,549
5272,1945,110,1,2250
5273,3146,18,2,1215
5274,2759,18,2,2937
5275,3261,38,5,3528
5276,4108,33,2,2293
5277,1896,27,5,3438
5278,2501,49,1,2266
5279,2830,50,2,1626
5280,3874,15,5,363
5281,48,108,5,1399
5282,2365,77,3,3518
5283,2257,52,5,3136
5284,4673,98,5,2812
5285,754,68,3,886
5286,2803,99,4,4069
5287,4650,19,2,2509
5288,3653,95,3,3146
5289,403,25,5,335
5290,2087,104,5,3434
5291,2228,76,2,1174
5292,3411,76,1,4546
5293,2991,106,3,4612
5294,4644,25,4,2990
5295,1150,33,2,843
5296,63,60,2,4043
5297,4940,37,3,1105
5298,3154,92,5,112
5299,1009,116,5,1950
5300,2032,43,4,3703
5301,1323,9,3,2360
5302,2082,14,2,4465
5303,752,3,3,1083
5304,4145,69,1,4969
5305,658,56,2,2059
5306,1661,26,4,2328
5307,701,53,4,1862
5308,1081,41,2,1388
5309,2157,82,5,1116
5310,1541,102,2,2253
5311,3033,21,2,4682
5312,1984,39,1,4599
5313,315,80,2,4585
5314,3082,104,3,707
5315,4734,23,3,4144
5316,2315,93,4,4318
5317,2136,74,5,2936
5318,1650,58,4,4232
5319,3220,69,1,809
5320,3801,75,2,866
5321,2479,29,4,4698
5322,4068,62,2,3698
5323,1776,53,4,3064
5324,1967,45,2,191
5325,1768,27,4,199
5326,3816,116,3,3124
5327,242,34,1,785
5328,4798,14,4,1850
5329,2950,41,3,4048
5330,4837,106,5,3769
5331,4877,74,4,493
5332,2257,60,2,693
5333,4112,42,1,2981
5334,3369,51,3,985
5335,367,75,3,3152
5336,2828,11,1,604
5337,1253,35,4,3850
5338,2488,19,2,1877
5339,4786,88,5,4537
5340,3604,118,4,3597
5341,3522,65,1,233
5342,4943,76,4,3025
5343,4518,61,4,4407
5344,1644,47,1,684
5345,1213,14,1,1536
5346,4704,67,5,456
5347,20,52,1,3454
5348,676,109,1,1850
5349,4478,114,1,1800
5350,609,32,3,1809
5351,62,80,1,3781
5352,1266,102,1,636
5353,2286,10,1,2568
5354,1155,17,5,250
5355,1629,113,4,1855
5356,1627,40,1,2650
5357,3717,68,1,987
5358,1443,63,5,3095
5359,1654,15,4,4938
5360,2503,97,5,2662
5361,3270,39,2,1708
5362,282,57,2,1341
5363,4982,10,2,307
5364,1025,71,1,3932
5365,4819,97,5,3461
5366,3404,17,1,2999
5367,1236,76,2,3687
5368,4183,17,4,2855
5369,4761,111,4,2825
5370,4958,120,5,4134
5371,786,16,4,2379
5372,3318,119,2,1088
5373,1668,78,5,2959
5374,3009,3,5,4402
5375,3195,115,2,1749
5376,4790,108,2,2508
5377,3776,51,2,2520
5378,2447,114,2,1224
5379,3791,94,5,628
5380,534,46,4,1371
5381,402,116,2,1519
5382,3664,55,3,4273
5383,130,105,5,1835
5384,2340,99,1,4236
5385,4372,26,4,4485
5386,2960,119,5,1248
5387,1859,76,2,1623
5388,2974,31,3,2861
5389,4151,116,1,810
5390,3650,81,4,1060
5391,2787,101,2,3809
5392,3098,72,5,104
5393,3513,19,5,217
5394,4861,90,4,2891
5395,1221,68,3,4856
5396,642,15,2,1666
5397,3315,115,4,4862
5398,724,111,4,3472
5399,4898,58,5,3429
5400,738,78,4,2808
5401,4854,30,1,1285
5402,1300,48,1,3446
5403,3481,56,2,4612
5404,340,42,4,1247
5405,153,24,5,3166
5406,1422,110,2,715
5407,3052,52,3,3220
5408,427,43,5,1126
5409,3559,34,3,3170
5410,1136,60,2,861
5411,2373,83,1,2730
5412,3330,3,5,4466
5413,950,68,5,2105
5414,1374,11,2,4922
5415,957,13,5,533
5416,1702,50,5,4717
5417,2942,82,2,3016
5418,2483,19,4,4062
5419,1304,44,2,2637
5420,371,33,5,1322
5421,2981,120,2,4631
5422,2297,38,5,2364
5423,4799,3,3,1633
5424,2126,113,3,4893
5425,2967,99,1,891
5426,4146,65,2,3256
5427,2743,35,2,1152
5428,4022,36,3,2184
5429,2365,38,3,2654
5430,763,39,3,3703
5431,4063,119,1,1781
5432,1005,25,1,2407
5433,3756,64,4,3822
5434,2847,104,2,3426
5435,350,13,1,2136
5436,2965,68,5,3257
5437,687,70,2,3825
